Pixel,Resultado
36176,Positivo
36177,Positivo
36178,Positivo
36179,Positivo
36180,Positivo
36181,Positivo
36182,Positivo
36183,Positivo
36184,Positivo
36185,Positivo
36186,Positivo
36187,Positivo
36188,Positivo
36189,Positivo
36190,Positivo
36191,Positivo
36192,Positivo
36193,Positivo
36194,Positivo
36195,Positivo
36196,Positivo
36197,Positivo
36198,Positivo
36199,Positivo
36200,Positivo
36201,Positivo
36202,Positivo
36203,Positivo
36204,Positivo
36205,Positivo
36206,Positivo
36207,Positivo
36208,Positivo
36209,Positivo
36210,Positivo
36211,Positivo
36212,Positivo
36213,Positivo
36214,Positivo
36215,Positivo
36216,Positivo
36217,Falso negativo
36218,Falso negativo
36219,Falso negativo
36220,Falso negativo
36221,Falso negativo
36222,Falso negativo
36223,Falso negativo
36224,Falso negativo
36225,Falso negativo
36226,Falso negativo
36227,Falso negativo
36228,Falso negativo
36229,Falso negativo
36230,Falso negativo
36231,Falso negativo
36232,Falso negativo
36233,Falso negativo
36234,Falso negativo
36235,Falso negativo
36236,Falso negativo
36237,Falso negativo
36238,Positivo
36239,Positivo
36240,Positivo
36241,Positivo
36242,Positivo
36243,Positivo
36244,Positivo
36245,Positivo
36246,Positivo
36247,Positivo
36248,Positivo
36249,Positivo
36250,Positivo
36251,Positivo
36252,Positivo
36253,Positivo
36254,Positivo
36255,Positivo
36256,Positivo
36257,Positivo
36258,Positivo
36259,Positivo
36260,Positivo
36261,Positivo
36262,Positivo
36263,Positivo
36264,Positivo
36265,Positivo
36266,Positivo
36267,Positivo
36268,Positivo
36269,Positivo
36270,Positivo
36271,Positivo
36272,Positivo
36273,Positivo
36274,Positivo
36275,Positivo
36276,Positivo
36277,Positivo
36278,Positivo
36279,Positivo
36280,Positivo
36281,Positivo
36282,Positivo
36283,Falso positivo
36284,Falso positivo
36285,Falso positivo
36286,Falso positivo
36287,Falso positivo
36288,Falso positivo
36289,Falso positivo
36290,Falso positivo
36291,Falso positivo
36292,Falso positivo
36293,Falso positivo
36294,Falso positivo
36295,Falso positivo
36296,Falso positivo
36297,Falso positivo
36298,Falso positivo
36299,Falso positivo
36300,Positivo
36301,Positivo
36302,Positivo
36303,Positivo
36304,Positivo
36305,Positivo
36306,Positivo
36307,Positivo
36308,Positivo
36309,Positivo
36310,Positivo
36311,Positivo
36312,Positivo
36313,Positivo
36314,Positivo
36315,Positivo
36316,Positivo
36317,Positivo
36318,Positivo
36319,Positivo
36320,Positivo
36321,Positivo
36322,Positivo
36323,Positivo
36324,Positivo
36325,Positivo
36326,Positivo
36327,Positivo
36328,Positivo
36329,Positivo
36330,Positivo
36331,Positivo
36332,Positivo
36333,Positivo
36334,Positivo
36335,Positivo
36336,Positivo
36337,Positivo
36338,Positivo
36339,Positivo
36340,Positivo
36341,Positivo
36342,Positivo
36343,Positivo
36344,Positivo
36345,Positivo
36346,Positivo
36347,Positivo
36348,Positivo
36349,Positivo
36350,Positivo
36351,Positivo
36352,Positivo
36353,Positivo
36354,Positivo
36355,Positivo
36356,Positivo
36357,Positivo
36358,Positivo
36359,Positivo
36360,Positivo
36361,Positivo
36362,Positivo
36363,Positivo
36364,Positivo
36365,Positivo
36366,Positivo
36367,Positivo
36368,Positivo
36369,Positivo
36370,Positivo
36371,Positivo
36372,Positivo
36373,Positivo
36374,Positivo
36375,Positivo
36376,Positivo
36377,Positivo
36378,Positivo
36379,Positivo
36380,Positivo
36381,Positivo
36382,Positivo
36383,Positivo
36384,Positivo
36385,Positivo
36386,Positivo
36387,Positivo
36388,Positivo
36389,Positivo
36390,Positivo
36391,Positivo
36392,Positivo
36393,Positivo
36394,Positivo
36395,Positivo
36396,Positivo
36397,Positivo
36398,Positivo
36399,Positivo
36400,Positivo
36401,Positivo
36402,Positivo
36403,Positivo
36404,Positivo
36405,Positivo
36406,Positivo
36407,Positivo
36408,Positivo
36409,Positivo
36410,Positivo
36411,Positivo
36412,Positivo
36413,Positivo
36414,Positivo
36415,Positivo
36416,Positivo
36417,Positivo
36418,Positivo
36419,Positivo
36420,Positivo
36421,Positivo
36422,Positivo
36423,Positivo
36424,Positivo
36425,Positivo
36426,Positivo
36427,Positivo
36428,Positivo
36429,Falso negativo
36430,Falso negativo
36431,Falso negativo
36432,Falso negativo
36433,Falso negativo
36434,Falso negativo
36435,Falso negativo
36436,Falso negativo
36437,Falso negativo
36438,Falso negativo
36439,Falso negativo
36440,Falso negativo
36441,Falso negativo
36442,Falso negativo
36443,Falso negativo
36444,Falso negativo
36445,Falso negativo
36446,Falso negativo
36447,Falso negativo
36448,Falso negativo
36449,Falso negativo
36450,Falso negativo
36451,Falso negativo
36452,Falso negativo
36453,Falso negativo
36454,Falso negativo
36455,Positivo
36456,Positivo
36457,Positivo
36458,Positivo
36459,Positivo
36460,Positivo
36461,Positivo
36462,Positivo
36463,Positivo
36464,Positivo
36465,Positivo
36466,Positivo
36467,Positivo
36468,Positivo
36469,Positivo
36470,Positivo
36471,Positivo
36472,Positivo
36473,Positivo
36474,Positivo
36475,Positivo
36476,Positivo
36477,Positivo
36478,Positivo
36479,Positivo
36480,Positivo
36481,Positivo
36482,Positivo
36483,Positivo
36484,Positivo
36485,Positivo
36486,Positivo
36487,Positivo
36488,Positivo
36489,Positivo
36490,Positivo
36491,Positivo
36492,Positivo
36493,Positivo
36494,Positivo
36495,Positivo
36496,Positivo
36497,Positivo
36498,Positivo
36499,Positivo
36500,Positivo
36501,Positivo
36502,Positivo
36503,Positivo
36504,Positivo
36505,Positivo
36506,Positivo
36507,Positivo
36508,Positivo
36509,Positivo
36510,Positivo
36511,Positivo
36512,Positivo
36513,Positivo
36514,Positivo
36515,Positivo
36516,Falso negativo
36517,Falso negativo
36518,Falso negativo
36519,Falso negativo
36520,Falso negativo
36521,Falso negativo
36522,Falso negativo
36523,Falso negativo
36524,Falso negativo
36525,Falso negativo
36526,Falso negativo
36527,Falso negativo
36528,Falso negativo
36529,Falso negativo
36530,Falso negativo
36531,Falso negativo
36532,Falso negativo
36533,Falso negativo
36534,Falso negativo
36535,Falso negativo
36536,Falso negativo
36537,Falso negativo
36538,Falso negativo
36539,Positivo
36540,Positivo
36541,Positivo
36542,Positivo
36543,Positivo
36544,Positivo
36545,Positivo
36546,Positivo
36547,Positivo
36548,Positivo
36549,Positivo
36550,Positivo
36551,Positivo
36552,Positivo
36553,Positivo
36554,Positivo
36555,Positivo
36556,Positivo
36557,Positivo
36558,Positivo
36559,Positivo
36560,Positivo
36561,Positivo
36562,Positivo
36563,Positivo
36564,Positivo
36565,Positivo
36566,Positivo
36567,Positivo
36568,Positivo
36569,Positivo
36570,Positivo
36571,Positivo
36572,Positivo
36573,Positivo
36574,Positivo
36575,Positivo
36576,Positivo
36577,Positivo
36578,Positivo
36579,Positivo
36580,Positivo
36581,Positivo
36582,Positivo
36583,Positivo
36584,Falso positivo
36585,Falso positivo
36586,Falso positivo
36587,Falso positivo
36588,Falso positivo
36589,Falso positivo
36590,Falso positivo
36591,Falso positivo
36592,Falso positivo
36593,Falso positivo
36594,Falso positivo
36595,Falso positivo
36596,Falso positivo
36597,Falso positivo
36598,Falso positivo
36599,Falso positivo
36600,Positivo
36601,Positivo
36602,Positivo
36603,Positivo
36604,Positivo
36605,Positivo
36606,Positivo
36607,Positivo
36608,Positivo
36609,Positivo
36610,Positivo
36611,Positivo
36612,Positivo
36613,Positivo
36614,Positivo
36615,Positivo
36616,Positivo
36617,Positivo
36618,Positivo
36619,Positivo
36620,Positivo
36621,Positivo
36622,Positivo
36623,Positivo
36624,Positivo
36625,Positivo
36626,Positivo
36627,Positivo
36628,Positivo
36629,Positivo
36630,Positivo
36631,Positivo
36632,Positivo
36633,Positivo
36634,Positivo
36635,Positivo
36636,Positivo
36637,Positivo
36638,Positivo
36639,Positivo
36640,Positivo
36641,Positivo
36642,Positivo
36643,Positivo
36644,Positivo
36645,Positivo
36646,Positivo
36647,Positivo
36648,Positivo
36649,Positivo
36650,Positivo
36651,Positivo
36652,Positivo
36653,Positivo
36654,Positivo
36655,Positivo
36656,Positivo
36657,Positivo
36658,Positivo
36659,Positivo
36660,Positivo
36661,Positivo
36662,Positivo
36663,Positivo
36664,Positivo
36665,Positivo
36666,Positivo
36667,Positivo
36668,Positivo
36669,Positivo
36670,Positivo
36671,Positivo
36672,Positivo
36673,Positivo
36674,Positivo
36675,Positivo
36676,Positivo
36677,Positivo
36678,Positivo
36679,Positivo
36680,Positivo
36681,Positivo
36682,Positivo
36683,Positivo
36684,Positivo
36685,Positivo
36686,Positivo
36687,Positivo
36688,Positivo
36689,Positivo
36690,Positivo
36691,Positivo
36692,Positivo
36693,Positivo
36694,Positivo
36695,Positivo
36696,Positivo
36697,Positivo
36698,Positivo
36699,Positivo
36700,Positivo
36701,Positivo
36702,Positivo
36703,Positivo
36704,Positivo
36705,Positivo
36706,Positivo
36707,Positivo
36708,Positivo
36709,Positivo
36710,Positivo
36711,Positivo
36712,Positivo
36713,Positivo
36714,Positivo
36715,Positivo
36716,Positivo
36717,Positivo
36718,Positivo
36719,Positivo
36720,Positivo
36721,Positivo
36722,Positivo
36723,Positivo
36724,Positivo
36725,Positivo
36726,Positivo
36727,Positivo
36728,Positivo
36729,Falso negativo
36730,Falso negativo
36731,Falso negativo
36732,Falso negativo
36733,Falso negativo
36734,Falso negativo
36735,Falso negativo
36736,Falso negativo
36737,Falso negativo
36738,Falso negativo
36739,Falso negativo
36740,Falso negativo
36741,Falso negativo
36742,Falso negativo
36743,Falso negativo
36744,Falso negativo
36745,Falso negativo
36746,Falso negativo
36747,Falso negativo
36748,Falso negativo
36749,Falso negativo
36750,Falso negativo
36751,Falso negativo
36752,Falso negativo
36753,Falso negativo
36754,Positivo
36755,Positivo
36756,Positivo
36757,Positivo
36758,Positivo
36759,Positivo
36760,Positivo
36761,Positivo
36762,Positivo
36763,Positivo
36764,Positivo
36765,Positivo
36766,Positivo
36767,Positivo
36768,Positivo
36769,Positivo
36770,Positivo
36771,Positivo
36772,Positivo
36773,Positivo
36774,Positivo
36775,Positivo
36776,Positivo
36777,Positivo
36778,Positivo
36779,Positivo
36780,Positivo
36781,Positivo
36782,Positivo
36783,Positivo
36784,Positivo
36785,Positivo
36786,Positivo
36787,Positivo
36788,Positivo
36789,Positivo
36790,Positivo
36791,Positivo
36792,Positivo
36793,Positivo
36794,Positivo
36795,Positivo
36796,Positivo
36797,Positivo
36798,Positivo
36799,Positivo
36800,Positivo
36801,Positivo
36802,Positivo
36803,Positivo
36804,Positivo
36805,Positivo
36806,Positivo
36807,Positivo
36808,Positivo
36809,Positivo
36810,Positivo
36811,Positivo
36812,Positivo
36813,Positivo
36814,Positivo
36815,Falso negativo
36816,Falso negativo
36817,Falso negativo
36818,Falso negativo
36819,Falso negativo
36820,Falso negativo
36821,Falso negativo
36822,Falso negativo
36823,Falso negativo
36824,Falso negativo
36825,Falso negativo
36826,Falso negativo
36827,Falso negativo
36828,Falso negativo
36829,Falso negativo
36830,Falso negativo
36831,Falso negativo
36832,Falso negativo
36833,Falso negativo
36834,Falso negativo
36835,Falso negativo
36836,Falso negativo
36837,Falso negativo
36838,Falso negativo
36839,Positivo
36840,Positivo
36841,Positivo
36842,Positivo
36843,Positivo
36844,Positivo
36845,Positivo
36846,Positivo
36847,Positivo
36848,Positivo
36849,Positivo
36850,Positivo
36851,Positivo
36852,Positivo
36853,Positivo
36854,Positivo
36855,Positivo
36856,Positivo
36857,Positivo
36858,Positivo
36859,Positivo
36860,Positivo
36861,Positivo
36862,Positivo
36863,Positivo
36864,Positivo
36865,Positivo
36866,Positivo
36867,Positivo
36868,Positivo
36869,Positivo
36870,Positivo
36871,Positivo
36872,Positivo
36873,Positivo
36874,Positivo
36875,Positivo
36876,Positivo
36877,Positivo
36878,Positivo
36879,Positivo
36880,Positivo
36881,Positivo
36882,Positivo
36883,Positivo
36884,Positivo
36885,Falso positivo
36886,Falso positivo
36887,Falso positivo
36888,Falso positivo
36889,Falso positivo
36890,Falso positivo
36891,Falso positivo
36892,Falso positivo
36893,Falso positivo
36894,Falso positivo
36895,Falso positivo
36896,Falso positivo
36897,Falso positivo
36898,Falso positivo
36899,Falso positivo
36900,Positivo
36901,Positivo
36902,Positivo
36903,Positivo
36904,Positivo
36905,Positivo
36906,Positivo
36907,Positivo
36908,Positivo
36909,Positivo
36910,Positivo
36911,Positivo
36912,Positivo
36913,Positivo
36914,Positivo
36915,Positivo
36916,Positivo
36917,Positivo
36918,Positivo
36919,Positivo
36920,Positivo
36921,Positivo
36922,Positivo
36923,Positivo
36924,Positivo
36925,Positivo
36926,Positivo
36927,Positivo
36928,Positivo
36929,Positivo
36930,Positivo
36931,Positivo
36932,Positivo
36933,Positivo
36934,Positivo
36935,Positivo
36936,Positivo
36937,Positivo
36938,Positivo
36939,Positivo
36940,Positivo
36941,Positivo
36942,Positivo
36943,Positivo
36944,Positivo
36945,Positivo
36946,Positivo
36947,Positivo
36948,Positivo
36949,Positivo
36950,Positivo
36951,Positivo
36952,Positivo
36953,Positivo
36954,Positivo
36955,Positivo
36956,Positivo
36957,Positivo
36958,Positivo
36959,Positivo
36960,Positivo
36961,Positivo
36962,Positivo
36963,Positivo
36964,Positivo
36965,Positivo
36966,Positivo
36967,Positivo
36968,Positivo
36969,Positivo
36970,Positivo
36971,Positivo
36972,Positivo
36973,Positivo
36974,Positivo
36975,Positivo
36976,Positivo
36977,Positivo
36978,Positivo
36979,Positivo
36980,Positivo
36981,Positivo
36982,Positivo
36983,Positivo
36984,Positivo
36985,Positivo
36986,Positivo
36987,Positivo
36988,Positivo
36989,Positivo
36990,Positivo
36991,Positivo
36992,Positivo
36993,Positivo
36994,Positivo
36995,Positivo
36996,Positivo
36997,Positivo
36998,Positivo
36999,Positivo
37000,Positivo
37001,Positivo
37002,Positivo
37003,Positivo
37004,Positivo
37005,Positivo
37006,Positivo
37007,Positivo
37008,Positivo
37009,Positivo
37010,Positivo
37011,Positivo
37012,Positivo
37013,Positivo
37014,Positivo
37015,Positivo
37016,Positivo
37017,Positivo
37018,Positivo
37019,Positivo
37020,Positivo
37021,Positivo
37022,Positivo
37023,Positivo
37024,Positivo
37025,Positivo
37026,Positivo
37027,Positivo
37028,Falso negativo
37029,Falso negativo
37030,Falso negativo
37031,Falso negativo
37032,Falso negativo
37033,Falso negativo
37034,Falso negativo
37035,Falso negativo
37036,Falso negativo
37037,Falso negativo
37038,Falso negativo
37039,Falso negativo
37040,Falso negativo
37041,Falso negativo
37042,Falso negativo
37043,Falso negativo
37044,Falso negativo
37045,Falso negativo
37046,Falso negativo
37047,Falso negativo
37048,Falso negativo
37049,Falso negativo
37050,Falso negativo
37051,Falso negativo
37052,Falso negativo
37053,Falso negativo
37054,Positivo
37055,Positivo
37056,Positivo
37057,Positivo
37058,Positivo
37059,Positivo
37060,Positivo
37061,Positivo
37062,Positivo
37063,Positivo
37064,Positivo
37065,Positivo
37066,Positivo
37067,Positivo
37068,Positivo
37069,Positivo
37070,Positivo
37071,Positivo
37072,Positivo
37073,Positivo
37074,Positivo
37075,Positivo
37076,Positivo
37077,Positivo
37078,Positivo
37079,Positivo
37080,Positivo
37081,Positivo
37082,Positivo
37083,Positivo
37084,Positivo
37085,Positivo
37086,Positivo
37087,Positivo
37088,Positivo
37089,Positivo
37090,Positivo
37091,Positivo
37092,Positivo
37093,Positivo
37094,Positivo
37095,Positivo
37096,Positivo
37097,Positivo
37098,Positivo
37099,Positivo
37100,Positivo
37101,Positivo
37102,Positivo
37103,Positivo
37104,Positivo
37105,Positivo
37106,Positivo
37107,Positivo
37108,Positivo
37109,Positivo
37110,Positivo
37111,Positivo
37112,Positivo
37113,Positivo
37114,Falso negativo
37115,Falso negativo
37116,Falso negativo
37117,Falso negativo
37118,Falso negativo
37119,Falso negativo
37120,Falso negativo
37121,Falso negativo
37122,Falso negativo
37123,Falso negativo
37124,Falso negativo
37125,Falso negativo
37126,Falso negativo
37127,Falso negativo
37128,Falso negativo
37129,Falso negativo
37130,Falso negativo
37131,Falso negativo
37132,Falso negativo
37133,Falso negativo
37134,Falso negativo
37135,Falso negativo
37136,Falso negativo
37137,Falso negativo
37138,Falso negativo
37139,Positivo
37140,Positivo
37141,Positivo
37142,Positivo
37143,Positivo
37144,Positivo
37145,Positivo
37146,Positivo
37147,Positivo
37148,Positivo
37149,Positivo
37150,Positivo
37151,Positivo
37152,Positivo
37153,Positivo
37154,Positivo
37155,Positivo
37156,Positivo
37157,Positivo
37158,Positivo
37159,Positivo
37160,Positivo
37161,Positivo
37162,Positivo
37163,Positivo
37164,Positivo
37165,Positivo
37166,Positivo
37167,Positivo
37168,Positivo
37169,Positivo
37170,Positivo
37171,Positivo
37172,Positivo
37173,Positivo
37174,Positivo
37175,Positivo
37176,Positivo
37177,Positivo
37178,Positivo
37179,Positivo
37180,Positivo
37181,Positivo
37182,Positivo
37183,Positivo
37184,Positivo
37185,Positivo
37186,Falso positivo
37187,Falso positivo
37188,Falso positivo
37189,Falso positivo
37190,Falso positivo
37191,Falso positivo
37192,Falso positivo
37193,Positivo
37194,Positivo
37195,Positivo
37196,Positivo
37197,Positivo
37198,Falso positivo
37199,Falso positivo
37200,Positivo
37201,Positivo
37202,Positivo
37203,Positivo
37204,Positivo
37205,Positivo
37206,Positivo
37207,Positivo
37208,Positivo
37209,Positivo
37210,Positivo
37211,Positivo
37212,Positivo
37213,Positivo
37214,Positivo
37215,Positivo
37216,Positivo
37217,Positivo
37218,Positivo
37219,Positivo
37220,Positivo
37221,Positivo
37222,Positivo
37223,Positivo
37224,Positivo
37225,Positivo
37226,Positivo
37227,Positivo
37228,Positivo
37229,Positivo
37230,Positivo
37231,Positivo
37232,Positivo
37233,Positivo
37234,Positivo
37235,Positivo
37236,Positivo
37237,Positivo
37238,Positivo
37239,Positivo
37240,Positivo
37241,Positivo
37242,Positivo
37243,Positivo
37244,Positivo
37245,Positivo
37246,Positivo
37247,Positivo
37248,Positivo
37249,Positivo
37250,Positivo
37251,Positivo
37252,Positivo
37253,Positivo
37254,Positivo
37255,Positivo
37256,Positivo
37257,Positivo
37258,Positivo
37259,Positivo
37260,Positivo
37261,Positivo
37262,Positivo
37263,Positivo
37264,Positivo
37265,Positivo
37266,Positivo
37267,Positivo
37268,Positivo
37269,Positivo
37270,Positivo
37271,Positivo
37272,Positivo
37273,Positivo
37274,Positivo
37275,Positivo
37276,Positivo
37277,Positivo
37278,Positivo
37279,Positivo
37280,Positivo
37281,Positivo
37282,Positivo
37283,Positivo
37284,Positivo
37285,Positivo
37286,Positivo
37287,Positivo
37288,Positivo
37289,Positivo
37290,Positivo
37291,Positivo
37292,Positivo
37293,Positivo
37294,Positivo
37295,Positivo
37296,Positivo
37297,Positivo
37298,Positivo
37299,Positivo
37300,Positivo
37301,Positivo
37302,Positivo
37303,Positivo
37304,Positivo
37305,Positivo
37306,Positivo
37307,Positivo
37308,Positivo
37309,Positivo
37310,Positivo
37311,Positivo
37312,Positivo
37313,Positivo
37314,Positivo
37315,Positivo
37316,Positivo
37317,Positivo
37318,Positivo
37319,Positivo
37320,Positivo
37321,Positivo
37322,Positivo
37323,Positivo
37324,Positivo
37325,Positivo
37326,Positivo
37327,Positivo
37328,Falso negativo
37329,Falso negativo
37330,Falso negativo
37331,Falso negativo
37332,Falso negativo
37333,Falso negativo
37334,Falso negativo
37335,Falso negativo
37336,Falso negativo
37337,Falso negativo
37338,Falso negativo
37339,Falso negativo
37340,Falso negativo
37341,Falso negativo
37342,Falso negativo
37343,Falso negativo
37344,Falso negativo
37345,Falso negativo
37346,Falso negativo
37347,Falso negativo
37348,Falso negativo
37349,Falso negativo
37350,Falso negativo
37351,Falso negativo
37352,Falso negativo
37353,Falso negativo
37354,Falso negativo
37355,Positivo
37356,Positivo
37357,Positivo
37358,Positivo
37359,Positivo
37360,Positivo
37361,Positivo
37362,Positivo
37363,Positivo
37364,Positivo
37365,Positivo
37366,Positivo
37367,Positivo
37368,Positivo
37369,Positivo
37370,Positivo
37371,Positivo
37372,Positivo
37373,Positivo
37374,Positivo
37375,Positivo
37376,Positivo
37377,Positivo
37378,Positivo
37379,Positivo
37380,Positivo
37381,Positivo
37382,Positivo
37383,Positivo
37384,Positivo
37385,Positivo
37386,Positivo
37387,Positivo
37388,Positivo
37389,Positivo
37390,Positivo
37391,Positivo
37392,Positivo
37393,Positivo
37394,Positivo
37395,Positivo
37396,Positivo
37397,Positivo
37398,Positivo
37399,Positivo
37400,Positivo
37401,Positivo
37402,Positivo
37403,Positivo
37404,Positivo
37405,Positivo
37406,Positivo
37407,Positivo
37408,Positivo
37409,Positivo
37410,Positivo
37411,Positivo
37412,Positivo
37413,Falso negativo
37414,Falso negativo
37415,Falso negativo
37416,Falso negativo
37417,Falso negativo
37418,Falso negativo
37419,Falso negativo
37420,Falso negativo
37421,Falso negativo
37422,Falso negativo
37423,Falso negativo
37424,Falso negativo
37425,Falso negativo
37426,Falso negativo
37427,Falso negativo
37428,Falso negativo
37429,Falso negativo
37430,Falso negativo
37431,Falso negativo
37432,Falso negativo
37433,Falso negativo
37434,Falso negativo
37435,Falso negativo
37436,Falso negativo
37437,Falso negativo
37438,Falso negativo
37439,Positivo
37440,Positivo
37441,Positivo
37442,Positivo
37443,Positivo
37444,Positivo
37445,Positivo
37446,Positivo
37447,Positivo
37448,Positivo
37449,Positivo
37450,Positivo
37451,Positivo
37452,Positivo
37453,Positivo
37454,Positivo
37455,Positivo
37456,Positivo
37457,Positivo
37458,Positivo
37459,Positivo
37460,Positivo
37461,Positivo
37462,Positivo
37463,Positivo
37464,Positivo
37465,Positivo
37466,Positivo
37467,Positivo
37468,Positivo
37469,Positivo
37470,Positivo
37471,Positivo
37472,Positivo
37473,Positivo
37474,Positivo
37475,Positivo
37476,Positivo
37477,Positivo
37478,Positivo
37479,Positivo
37480,Positivo
37481,Positivo
37482,Positivo
37483,Positivo
37484,Positivo
37485,Positivo
37486,Positivo
37487,Positivo
37488,Positivo
37489,Positivo
37490,Positivo
37491,Positivo
37492,Positivo
37493,Positivo
37494,Positivo
37495,Positivo
37496,Positivo
37497,Positivo
37498,Positivo
37499,Positivo
37500,Positivo
37501,Positivo
37502,Positivo
37503,Positivo
37504,Positivo
37505,Positivo
37506,Positivo
37507,Positivo
37508,Positivo
37509,Positivo
37510,Positivo
37511,Positivo
37512,Positivo
37513,Positivo
37514,Positivo
37515,Positivo
37516,Positivo
37517,Positivo
37518,Positivo
37519,Positivo
37520,Positivo
37521,Positivo
37522,Positivo
37523,Positivo
37524,Positivo
37525,Positivo
37526,Positivo
37527,Positivo
37528,Positivo
37529,Positivo
37530,Positivo
37531,Positivo
37532,Positivo
37533,Positivo
37534,Positivo
37535,Positivo
37536,Positivo
37537,Positivo
37538,Positivo
37539,Positivo
37540,Positivo
37541,Positivo
37542,Positivo
37543,Positivo
37544,Positivo
37545,Positivo
37546,Positivo
37547,Positivo
37548,Positivo
37549,Positivo
37550,Positivo
37551,Positivo
37552,Positivo
37553,Positivo
37554,Positivo
37555,Positivo
37556,Positivo
37557,Positivo
37558,Positivo
37559,Positivo
37560,Positivo
37561,Positivo
37562,Positivo
37563,Positivo
37564,Positivo
37565,Positivo
37566,Positivo
37567,Positivo
37568,Positivo
37569,Positivo
37570,Positivo
37571,Positivo
37572,Positivo
37573,Positivo
37574,Positivo
37575,Positivo
37576,Positivo
37577,Positivo
37578,Positivo
37579,Positivo
37580,Positivo
37581,Positivo
37582,Positivo
37583,Positivo
37584,Positivo
37585,Positivo
37586,Positivo
37587,Positivo
37588,Positivo
37589,Positivo
37590,Positivo
37591,Positivo
37592,Positivo
37593,Positivo
37594,Positivo
37595,Positivo
37596,Positivo
37597,Positivo
37598,Positivo
37599,Positivo
37600,Positivo
37601,Positivo
37602,Positivo
37603,Positivo
37604,Positivo
37605,Positivo
37606,Positivo
37607,Positivo
37608,Positivo
37609,Positivo
37610,Positivo
37611,Positivo
37612,Positivo
37613,Positivo
37614,Positivo
37615,Positivo
37616,Positivo
37617,Positivo
37618,Positivo
37619,Positivo
37620,Positivo
37621,Positivo
37622,Positivo
37623,Positivo
37624,Positivo
37625,Positivo
37626,Positivo
37627,Positivo
37628,Falso negativo
37629,Falso negativo
37630,Falso negativo
37631,Falso negativo
37632,Falso negativo
37633,Falso negativo
37634,Falso negativo
37635,Falso negativo
37636,Falso negativo
37637,Falso negativo
37638,Falso negativo
37639,Falso negativo
37640,Falso negativo
37641,Falso negativo
37642,Falso negativo
37643,Falso negativo
37644,Falso negativo
37645,Falso negativo
37646,Falso negativo
37647,Falso negativo
37648,Falso negativo
37649,Falso negativo
37650,Falso negativo
37651,Falso negativo
37652,Falso negativo
37653,Falso negativo
37654,Falso negativo
37655,Falso negativo
37656,Positivo
37657,Positivo
37658,Positivo
37659,Positivo
37660,Positivo
37661,Positivo
37662,Positivo
37663,Positivo
37664,Positivo
37665,Positivo
37666,Positivo
37667,Positivo
37668,Positivo
37669,Positivo
37670,Positivo
37671,Positivo
37672,Positivo
37673,Positivo
37674,Positivo
37675,Positivo
37676,Positivo
37677,Positivo
37678,Positivo
37679,Positivo
37680,Positivo
37681,Positivo
37682,Positivo
37683,Positivo
37684,Positivo
37685,Positivo
37686,Positivo
37687,Positivo
37688,Positivo
37689,Positivo
37690,Positivo
37691,Positivo
37692,Positivo
37693,Positivo
37694,Positivo
37695,Positivo
37696,Positivo
37697,Positivo
37698,Positivo
37699,Positivo
37700,Positivo
37701,Positivo
37702,Positivo
37703,Positivo
37704,Positivo
37705,Positivo
37706,Positivo
37707,Positivo
37708,Positivo
37709,Positivo
37710,Positivo
37711,Positivo
37712,Positivo
37713,Falso negativo
37714,Falso negativo
37715,Falso negativo
37716,Falso negativo
37717,Falso negativo
37718,Falso negativo
37719,Falso negativo
37720,Falso negativo
37721,Falso negativo
37722,Falso negativo
37723,Falso negativo
37724,Falso negativo
37725,Falso negativo
37726,Falso negativo
37727,Falso negativo
37728,Falso negativo
37729,Falso negativo
37730,Falso negativo
37731,Falso negativo
37732,Falso negativo
37733,Falso negativo
37734,Falso negativo
37735,Falso negativo
37736,Falso negativo
37737,Falso negativo
37738,Falso negativo
37739,Falso negativo
37740,Positivo
37741,Positivo
37742,Positivo
37743,Positivo
37744,Positivo
37745,Positivo
37746,Positivo
37747,Positivo
37748,Positivo
37749,Positivo
37750,Positivo
37751,Positivo
37752,Positivo
37753,Positivo
37754,Positivo
37755,Positivo
37756,Positivo
37757,Positivo
37758,Positivo
37759,Positivo
37760,Positivo
37761,Positivo
37762,Positivo
37763,Positivo
37764,Positivo
37765,Positivo
37766,Positivo
37767,Positivo
37768,Positivo
37769,Positivo
37770,Positivo
37771,Positivo
37772,Positivo
37773,Positivo
37774,Positivo
37775,Positivo
37776,Positivo
37777,Positivo
37778,Positivo
37779,Positivo
37780,Positivo
37781,Positivo
37782,Positivo
37783,Positivo
37784,Positivo
37785,Positivo
37786,Positivo
37787,Positivo
37788,Positivo
37789,Positivo
37790,Positivo
37791,Positivo
37792,Positivo
37793,Positivo
37794,Positivo
37795,Positivo
37796,Positivo
37797,Positivo
37798,Positivo
37799,Positivo
37800,Positivo
37801,Positivo
37802,Positivo
37803,Positivo
37804,Positivo
37805,Positivo
37806,Positivo
37807,Positivo
37808,Positivo
37809,Positivo
37810,Positivo
37811,Positivo
37812,Positivo
37813,Positivo
37814,Positivo
37815,Positivo
37816,Positivo
37817,Positivo
37818,Positivo
37819,Positivo
37820,Positivo
37821,Positivo
37822,Positivo
37823,Positivo
37824,Positivo
37825,Positivo
37826,Positivo
37827,Positivo
37828,Positivo
37829,Positivo
37830,Positivo
37831,Positivo
37832,Positivo
37833,Positivo
37834,Positivo
37835,Positivo
37836,Positivo
37837,Positivo
37838,Positivo
37839,Positivo
37840,Positivo
